entry	name	body_size
00b2a420	MainUnit.TMainForm.SelectAll1Click	1
00b2a498	MainUnit.TMainForm.PivotHelp1Click	1
00b2a518	MainUnit.TMainForm.ViewReadMeFile1Click	1
00b2a658	MainUnit.TMainForm.About1Click	1
00b2a670	MainUnit.TMainForm.DownloadFigMenuItemClick	1
00b2a6d8	MainUnit.TMainForm.FormClose	1
00b2a7e8	MainUnit.TMainForm.PlayButtonClick	1
00b2a9a8	MainUnit.TMainForm.PlayTimerTimer	1
00b2ad68	MainUnit.TMainForm.StopButtonClick	1
00b2aef4	MainUnit.TMainForm.RepeatCheckBoxChange	1
00b2af0c	MainUnit.TMainForm.RateScrollBarChange	1
00b2b168	MainUnit.TMainForm.EnableControlsPlaying	1
00b2b300	MainUnit.TMainForm.InitUndo	1
00b2b45c	MainUnit.TMainForm.AssignUndo	1
00b2b6a8	MainUnit.TMainForm.Undo1Click	1
00b2b950	MainUnit.TMainForm.Redo1Click	1
00b2bbf8	MainUnit.TMainForm.SVG1Click	1
00b2bce8	MainUnit.TMainForm.SVGnohandles1Click	1
00b2bdd8	MainUnit.TMainForm.SaveV4MenuItemClick	1
00b2bdf4	MainUnit.TMainForm.NextFrameButtonMouseDown	1
00b2bec4	MainUnit.TMainForm.PasteFrameButtonClick	1
00b2bf00	MainUnit.TMainForm.InsertPaste1Click	1
00b2bf28	MainUnit.TMainForm.SaveSVG	1
00b2cd84	MainUnit.TMainForm.Deletefiguresoutsidearea1Click	1
00b2cfb0	MainUnit.TMainForm.Deleteunusedfiguretypes1Click	1
00b2d334	MainUnit.TMainForm.BatchLoadSave1Click	1
00b2d4f8	MainUnit.TMainForm.BatchLoadSaveStkClick	1
00b2d5d8	MainUnit.TMainForm.RenameFigsMenuItemClick	1
00b2d75c	MainUnit.TMainForm.ShiftFrames	1
00b2d8e0	MainUnit.TMainForm.TweenToTimelineClick	1
00b2dce0	MainUnit.TMainForm.SetNumTempFrames	1
00b2dd7c	MainUnit.TMainForm.EditJoinedFigures1Click	1
00b2ddec	MainUnit.TMainForm.ZoomChange	1
00b2deac	MainUnit.TMainForm.ZInMenuItemClick	1
00b2df08	MainUnit.TMainForm.ZOutMenuItemClick	1
00b2df64	MainUnit.TMainForm.Z100MenuItemClick	1
00b2dfa0	MainUnit.TMainForm.Z200MenuItemClick	1
00b2dfe4	MainUnit.TMainForm.Z50MenuItemClick	1
00b2e028	MainUnit.TMainForm.ZSelMenuItemClick	1
00b2e07c	MainUnit.TMainForm.ZAnimMenuItemClick	1
00b2e0dc	MainUnit.TMainForm.ZCamMenuItemClick	1
00b2e128	MainUnit.TMainForm.PlayZoomMenuItemClick	1
00b2e154	MainUnit.TMainForm.ShowHandles1Click	1
00b2e190	MainUnit.TMainForm.ShowCamMenuItemClick	1
00b2e1dc	MainUnit.TMainForm.ResetCamMenuItemClick	1
00b2e2c4	MainUnit.TMainForm.CopyCamMenuItemClick	1
00b2e3b0	MainUnit.TMainForm.PasteCamMenuItemClick	1
00b2e62c	MainUnit.TMainForm.AlignCamMenuItemClick	1
00b2e848	MainUnit.TMainForm.ApplyCamMenuItemClick	1
00b2e904	MainUnit.TMainForm.CenterCamFigsMenuItemClick	1
00b2ec04	MainUnit.TMainForm.AlignCanvases	1
00b2ee5c	MainUnit.TMainForm.RestoreCanvasZoom	1
00b2f1b0	MainUnit.TMainForm.RecentMenuItemClick	1
00b2f33c	MainUnit.TMainForm.SegmentInputMenuItemClick	1
00b2feb0	MainUnit.TMainForm.DragDropTimerTimer	1
00b2fef8	MainUnit.TMainForm.ImportSVGMenuItemClick	1
00b30198	MainUnit.TMainForm.UpdateTheme	1
00b30a18	MainUnit.TMainForm.EditModeMenuItemClick	1
